sim_id,scenario_id,start_date,SPX_Return,SPX_Volatility,Card1_Active,Card2_Active,Card3_Active,Card4_Active,Card5_Active,Card6_Active,Card7_Active,Card8_Active,Card9_Active,Card10_Active,Card11_Active,Final_Return
6091,lehman,2008-01-06,-1.2654,1.3527,1,0,0,1,0,1,1,0,0,0,0,8.31
6092,lehman,2008-10-30,-14.6957,3.1207,0,0,1,1,0,1,0,0,0,1,0,-0.6
6093,lehman,2008-12-19,0.5845,2.3502,0,1,0,0,1,0,0,0,0,1,1,5.25
6094,lehman,2008-04-10,-5.7124,1.208,1,0,1,0,0,1,0,0,0,1,0,-0.97
6095,lehman,2008-10-29,-13.3288,3.1305,0,1,1,0,0,1,0,0,1,0,0,23.28
6096,lehman,2008-07-11,-34.1495,3.643,0,0,0,1,0,1,1,0,0,1,0,-27.28
6097,lehman,2009-04-06,23.0574,1.4747,1,0,0,1,1,0,1,0,0,0,0,12.51
6098,lehman,2009-04-24,21.5185,1.3106,0,0,0,0,0,1,0,0,1,1,1,14.25
6099,lehman,2008-12-10,0.5071,2.3898,0,1,0,0,0,1,1,0,1,0,0,8.07
6100,lehman,2008-09-03,-34.3856,3.8417,1,0,1,0,1,1,0,0,0,0,0,-24.66
6101,lehman,2009-03-10,37.1248,1.789,0,0,1,0,0,0,1,1,1,0,0,11.95
6102,lehman,2009-02-11,7.7938,2.1257,0,1,1,0,1,0,0,1,0,0,0,14.94
6103,lehman,2009-01-18,17.3456,2.2477,1,0,1,0,0,1,0,0,1,0,0,19.47
6104,lehman,2007-10-13,-16.4873,1.3307,1,0,1,0,0,1,0,0,0,0,1,-12.23
6105,lehman,2008-12-22,1.2907,2.3457,1,1,0,0,0,0,1,0,0,0,1,6.59
6106,lehman,2009-02-02,9.1466,2.1786,0,1,1,0,0,1,0,0,0,1,0,-0.84
6107,lehman,2008-11-15,0.938,2.9077,0,0,1,0,1,1,1,0,0,0,0,0.29
6108,lehman,2007-10-15,-16.4873,1.3307,1,0,0,0,0,1,1,1,0,0,0,-4.91
6109,lehman,2009-04-24,21.5185,1.3106,0,1,0,0,0,0,1,1,1,0,0,4.84
6110,lehman,2008-03-27,-2.0788,1.2151,0,1,0,0,0,1,0,1,0,0,1,-5.76
6111,lehman,2008-01-02,-4.9221,1.3714,1,0,0,1,0,0,0,1,0,1,0,-0.79
6112,lehman,2008-08-27,-37.1737,3.8142,1,0,0,0,0,0,1,1,0,1,0,10.05
6113,lehman,2008-05-01,-14.3507,1.5875,1,1,0,1,0,0,0,0,0,1,0,-2.01
6114,lehman,2007-09-24,-11.1265,1.2833,1,0,0,1,0,0,1,1,0,0,0,-2.44
6115,lehman,2009-04-26,24.6353,1.3115,1,0,0,0,1,0,1,0,0,0,1,10.02
6116,lehman,2007-11-17,-7.3224,1.4471,0,1,1,1,0,0,0,0,0,0,1,13.71
6117,lehman,2007-11-09,-5.7302,1.481,0,0,0,1,0,0,1,0,0,1,1,1.37
6118,lehman,2008-10-01,-33.4108,3.6827,0,0,0,0,0,1,0,1,1,0,1,-10.23
6119,lehman,2009-01-05,-2.2233,2.3575,0,1,1,0,0,0,1,0,0,1,0,6.3
6120,lehman,2009-01-10,8.2964,2.3387,1,0,0,0,0,0,0,1,0,1,1,-4.07
6121,lehman,2008-06-09,-30.9342,3.0095,1,1,0,0,1,0,1,0,0,0,0,-23.6
6122,lehman,2008-01-29,-1.4292,1.2938,0,0,0,0,1,1,0,0,1,1,0,-1.72
6123,lehman,2008-12-04,3.3624,2.4371,1,0,0,1,0,1,0,0,1,0,0,1.9
6124,lehman,2008-10-20,-23.2241,3.3028,0,1,0,0,0,1,1,1,0,0,0,-4.75
6125,lehman,2008-04-22,-9.2221,1.2623,1,1,0,1,0,1,0,0,0,0,0,-9.7
6126,lehman,2007-09-14,-10.6316,1.3025,0,0,1,1,1,0,0,1,0,0,0,-1.62
6127,lehman,2009-04-03,22.0178,1.4784,0,1,0,0,1,0,0,1,0,1,0,2.53
6128,lehman,2007-12-19,-3.4384,1.3782,0,0,0,1,1,0,0,0,1,0,1,8.62
6129,lehman,2008-01-30,-2.7939,1.3062,0,0,0,1,0,1,1,0,0,0,1,6.54
6130,lehman,2008-08-24,-33.3981,3.7829,1,0,0,1,1,1,0,0,0,0,0,-7.27
6131,lehman,2008-02-11,-5.7956,1.2869,0,0,0,0,0,0,1,1,1,0,1,5.44
6132,lehman,2009-05-31,15.7169,1.1086,0,0,0,0,1,1,0,0,1,1,0,3.05
6133,lehman,2008-11-10,-8.3452,3.046,1,0,1,0,0,0,0,0,0,1,1,-1.99
6134,lehman,2009-03-05,43.8986,1.8885,1,0,0,0,1,0,0,1,0,0,1,21.84
6135,lehman,2007-11-29,-6.1093,1.4057,0,0,0,1,0,0,1,1,0,0,1,3.86
6136,lehman,2008-03-31,-4.2345,1.2238,1,0,0,0,0,1,0,0,0,1,1,0.79
6137,lehman,2008-01-13,-0.8614,1.3391,0,0,0,0,1,0,1,1,1,0,0,15.62
6138,lehman,2008-02-16,-7.0723,1.3062,1,1,0,0,0,0,0,1,0,0,1,-2.05
6139,lehman,2008-11-27,-4.9451,2.6415,0,0,0,1,1,1,0,0,0,1,0,12.82
6140,lehman,2008-09-06,-33.3375,3.8563,1,0,0,0,1,0,1,0,1,0,0,-14.3
6141,lehman,2008-09-22,-30.8096,3.769,1,0,1,1,0,0,1,0,0,0,0,-16.35
6142,lehman,2007-10-06,-14.2956,1.3184,0,1,1,1,1,0,0,0,0,0,0,15.05
6143,lehman,2008-01-04,-1.4728,1.352,1,1,0,0,0,0,0,1,0,1,0,2.79
6144,lehman,2008-07-30,-31.0669,3.7555,0,1,0,0,1,0,1,0,0,1,0,21.65
6145,lehman,2009-03-31,26.2574,1.5015,0,0,0,0,1,1,0,0,1,1,0,2.49
6146,lehman,2007-10-13,-16.4873,1.3307,1,1,1,0,0,0,0,0,1,0,0,2.92
6147,lehman,2009-03-18,27.2084,1.7232,0,0,1,1,0,0,0,0,1,0,1,17.45
6148,lehman,2009-01-04,-2.2233,2.3575,0,1,0,0,0,0,1,0,1,1,0,1.72
6149,lehman,2009-03-02,36.1362,1.9476,0,1,1,0,0,0,0,1,1,0,0,5.09
6150,lehman,2008-01-07,-1.2654,1.3527,1,0,0,0,0,1,0,0,1,1,0,-2.88
6151,lehman,2008-11-09,-8.3452,3.046,0,1,1,0,0,0,0,0,1,0,1,8.03
6152,lehman,2008-04-22,-9.2221,1.2623,0,0,0,1,1,1,0,0,0,1,0,3.79
6153,lehman,2007-09-25,-11.0215,1.2835,1,0,1,0,0,0,0,0,1,0,1,-13.73
6154,lehman,2007-10-20,-14.4849,1.3872,1,0,0,1,0,0,1,0,1,0,0,-9.26
6155,lehman,2009-04-29,22.2815,1.297,1,0,1,1,0,0,0,0,0,0,1,11.2
6156,lehman,2008-09-06,-33.3375,3.8563,1,0,0,1,0,0,0,1,0,1,0,7.44
6157,lehman,2007-11-28,-6.3362,1.4053,1,0,0,0,0,0,0,1,1,1,0,-1.79
6158,lehman,2008-10-30,-14.6957,3.1207,0,1,0,0,1,0,1,1,0,0,0,2.52
6159,lehman,2008-02-27,-8.6477,1.3267,1,0,1,1,0,0,0,0,0,1,0,-3.53
6160,lehman,2007-10-13,-16.4873,1.3307,0,0,1,1,0,1,0,0,0,1,0,0.56
6161,lehman,2009-04-16,17.4622,1.4062,1,0,0,0,0,1,1,0,0,1,0,7.43
6162,lehman,2008-04-11,-4.1453,1.1919,1,1,0,0,1,0,0,0,0,1,0,-6.3
6163,lehman,2008-06-05,-37.5542,2.7917,1,0,1,0,0,1,1,0,0,0,0,-30.63
6164,lehman,2008-03-20,-1.8195,1.2254,0,0,0,1,1,0,1,0,0,0,1,2.26
6165,lehman,2009-01-30,8.3814,2.178,1,0,0,0,0,0,0,1,1,1,0,-7.57
6166,lehman,2008-08-31,-34.8808,3.8406,1,0,0,1,0,1,0,0,0,0,1,-3.58
6167,lehman,2007-12-12,-4.5964,1.3761,0,0,1,0,1,0,0,1,0,1,0,-1.17
6168,lehman,2009-05-08,14.1386,1.2415,0,1,1,0,0,0,0,1,0,1,0,7.69
6169,lehman,2008-02-06,-3.624,1.2785,1,0,0,0,0,1,0,0,1,0,1,-3.33
6170,lehman,2008-10-24,-10.5763,3.2417,0,1,0,1,1,0,1,0,0,0,0,1.42
6171,lehman,2007-12-19,-3.4384,1.3782,0,1,0,1,0,0,1,0,0,0,1,9.72
6172,lehman,2008-07-04,-31.9809,3.5278,1,1,0,0,0,0,1,0,0,1,0,-20.27
6173,lehman,2007-11-01,-12.1105,1.4718,1,0,1,0,1,0,0,1,0,0,0,-3.89
6174,lehman,2008-03-29,-4.2345,1.2238,0,0,0,1,0,1,1,0,0,0,1,-0.64
6175,lehman,2009-01-24,8.8624,2.22,0,0,0,0,0,1,0,1,0,1,1,16.14
6176,lehman,2009-04-08,24.6946,1.4487,0,1,0,1,0,0,1,1,0,0,0,5.67
6177,lehman,2009-03-28,26.5298,1.5029,0,0,0,0,0,0,1,1,1,0,1,8.64
6178,lehman,2008-07-09,-28.6826,3.5387,0,0,0,0,1,0,0,1,1,1,0,-12.25
6179,lehman,2008-08-09,-30.8024,3.7457,1,1,0,1,0,0,0,1,0,0,0,-2.8
6180,lehman,2008-03-28,-2.7843,1.2219,1,1,0,0,0,0,0,0,1,0,1,-0.91
6181,lehman,2007-10-16,-17.2346,1.337,0,0,0,1,0,0,1,1,1,0,0,2.41
6182,lehman,2009-01-14,11.4547,2.313,0,0,1,0,1,0,0,0,1,1,0,9.57
6183,lehman,2007-12-17,-3.9851,1.3751,1,0,0,1,1,0,0,0,1,0,0,3.18
6184,lehman,2008-10-14,-32.2121,3.391,0,1,1,0,1,0,0,0,0,1,0,0.21
6185,lehman,2008-01-25,1.5271,1.3029,1,1,0,0,0,1,1,0,0,0,0,7.27
6186,lehman,2008-08-22,-34.7918,3.7861,1,1,0,0,0,0,0,1,0,1,0,-8.27
6187,lehman,2008-03-18,-4.8597,1.247,0,1,1,0,1,0,0,0,0,0,1,-1.25
6188,lehman,2008-03-24,-4.4663,1.2212,0,0,1,0,0,1,1,0,0,0,1,-1.26
6189,lehman,2008-10-30,-14.6957,3.1207,1,0,0,0,1,1,1,0,0,0,0,-3.06
6190,lehman,2007-10-13,-16.4873,1.3307,0,1,0,0,0,1,1,1,0,0,0,7.58
6191,lehman,2008-08-16,-28.8495,3.769,1,0,1,0,1,0,0,0,0,0,1,-18.45
6192,lehman,2009-04-11,16.2228,1.4269,0,0,0,0,1,0,0,0,1,1,1,8.47
6193,lehman,2008-09-25,-34.7971,3.7844,0,1,0,0,1,0,0,0,0,1,1,5.57
6194,lehman,2008-04-06,-7.3608,1.1919,0,0,0,1,0,1,0,0,1,0,1,-1.88
6195,lehman,2007-12-18,-3.5327,1.3783,1,1,0,1,0,0,0,0,1,0,0,-3.24
6196,lehman,2007-12-08,-6.7324,1.397,0,0,0,0,0,1,0,1,1,1,0,-1.69
6197,lehman,2009-04-18,24.1449,1.3349,0,1,1,0,0,0,1,1,0,0,0,10.46
6198,lehman,2009-02-16,11.8492,2.081,0,1,1,0,1,1,0,0,0,0,0,1.1
6199,lehman,2008-02-01,-5.814,1.2888,0,0,1,0,0,0,1,1,0,1,0,9.08
6200,lehman,2008-03-13,-5.0529,1.2928,0,0,0,0,0,1,1,0,0,1,1,-1.71
6201,lehman,2008-10-28,-12.5028,3.126,1,0,0,1,0,1,0,0,1,0,0,3.63
6202,lehman,2009-03-26,17.6344,1.5616,1,0,1,0,0,1,0,0,1,0,0,6.65
6203,lehman,2007-09-19,-12.4196,1.2691,1,0,0,1,1,0,0,0,0,1,0,2.19
6204,lehman,2008-01-12,-0.8614,1.3391,0,0,0,1,1,1,0,0,0,0,1,11.23
6205,lehman,2009-05-03,16.9338,1.2635,1,0,0,0,1,0,0,0,1,1,0,8.18
6206,lehman,2009-04-22,23.6121,1.3205,0,0,0,0,0,1,1,0,1,0,1,0.51
6207,lehman,2009-02-11,7.7938,2.1257,0,0,0,1,0,1,1,1,0,0,0,7.93
6208,lehman,2008-03-15,0.9862,1.306,0,0,1,0,1,0,1,0,0,0,1,-0.63
6209,lehman,2008-08-10,-30.8024,3.7457,0,0,0,1,0,1,1,1,0,0,0,-10.52
6210,lehman,2007-11-04,-11.9474,1.4743,0,0,1,1,0,1,0,1,0,0,0,-0.2
6211,lehman,2007-12-01,-5.0651,1.4057,0,0,1,1,0,1,0,0,0,1,0,-2.27
6212,lehman,2008-09-15,-29.0811,3.828,1,1,1,0,0,0,0,0,1,0,0,-18.38
6213,lehman,2008-07-07,-31.9809,3.5278,0,0,1,0,1,1,1,0,0,0,0,-27.22
6214,lehman,2008-02-19,-7.0723,1.3062,0,0,0,1,1,1,0,0,1,0,0,0.62
6215,lehman,2008-01-08,0.733,1.3401,0,1,1,0,0,0,0,0,0,1,1,6.68
6216,lehman,2007-11-07,-7.3251,1.4872,1,0,1,0,1,0,0,0,1,0,0,-1.41
6217,lehman,2008-12-27,2.175,2.3682,1,0,0,0,1,1,0,0,0,1,0,6.01
6218,lehman,2008-12-21,1.2907,2.3457,1,1,1,1,0,0,0,0,0,0,0,6.58
6219,lehman,2009-01-26,8.8624,2.22,0,1,1,0,0,1,0,0,0,1,0,-9.82
6220,lehman,2007-09-03,-10.6625,1.2511,0,0,0,1,0,1,0,0,1,1,0,5.95
6221,lehman,2009-02-02,9.1466,2.1786,1,0,0,1,0,0,0,1,0,0,1,15.48
6222,lehman,2009-04-04,23.0574,1.4747,0,0,0,0,0,1,0,0,1,1,1,13.72
6223,lehman,2008-11-03,-15.5604,3.1319,0,0,1,1,0,0,1,0,1,0,0,0.6
6224,lehman,2008-12-10,0.5071,2.3898,1,0,0,0,0,1,0,0,1,1,0,9.32
6225,lehman,2008-02-12,-6.3728,1.2846,1,1,0,0,0,0,1,0,1,0,0,2.72
6226,lehman,2008-07-16,-32.1305,3.6776,1,1,0,0,0,1,1,0,0,0,0,-25.14
6227,lehman,2008-09-13,-29.0811,3.828,0,0,0,0,1,1,0,1,0,1,0,1.58
6228,lehman,2009-04-10,16.2228,1.4269,1,1,0,0,0,0,0,1,0,1,0,5.28
6229,lehman,2007-09-21,-10.391,1.278,1,0,0,0,0,0,1,0,0,1,1,-7.88
6230,lehman,2008-05-15,-25.7578,1.9667,0,0,1,0,1,1,1,0,0,0,0,-19.65
6231,lehman,2007-10-24,-12.2134,1.4536,0,1,1,0,0,0,0,0,1,1,0,21.4
6232,lehman,2008-10-11,-31.8902,3.3904,1,0,1,0,1,0,0,1,0,0,0,-11.93
6233,lehman,2009-03-05,43.8986,1.8885,1,1,0,0,0,0,1,1,0,0,0,16.77
6234,lehman,2007-12-04,-4.5406,1.4044,0,0,0,0,0,1,1,0,1,0,1,4.86
6235,lehman,2008-09-12,-33.512,3.8486,0,0,1,1,0,0,0,1,1,0,0,10.02
6236,lehman,2009-05-02,16.9338,1.2635,0,0,0,0,1,1,0,0,0,1,1,5.28
6237,lehman,2008-10-15,-20.7349,3.3412,0,1,0,0,1,0,0,1,1,0,0,-1.97
6238,lehman,2007-11-13,-7.7992,1.4484,0,0,0,0,0,0,0,1,1,1,1,0.75
6239,lehman,2008-11-28,-4.9451,2.6415,0,0,1,0,0,0,1,0,0,1,1,-1.06
6240,lehman,2009-03-21,22.2245,1.5679,1,0,1,0,0,0,1,0,1,0,0,10.08
6241,lehman,2008-03-12,-3.7027,1.2911,0,0,0,1,0,0,1,0,0,1,1,-1.71
6242,lehman,2008-09-02,-34.8808,3.8406,1,0,0,1,0,1,0,0,0,1,0,-14.11
6243,lehman,2009-01-21,12.6119,2.208,1,0,0,0,0,1,1,1,0,0,0,13.67
6244,lehman,2008-05-15,-25.7578,1.9667,1,0,1,1,0,0,0,0,1,0,0,-15.42
6245,lehman,2008-07-21,-29.4706,3.7245,0,0,0,1,1,1,0,1,0,0,0,-17.78
6246,lehman,2008-03-22,-4.4663,1.2212,0,1,1,1,0,0,0,0,0,1,0,-3.11
6247,lehman,2008-07-08,-32.6851,3.5232,1,0,0,0,0,0,1,0,1,0,1,-31.65
6248,lehman,2008-09-26,-35.7983,3.7847,0,1,1,0,1,0,0,0,0,1,0,14.21
6249,lehman,2007-12-21,-4.1018,1.3717,1,0,0,0,0,1,0,1,1,0,0,10.29
6250,lehman,2008-11-17,0.938,2.9077,0,1,0,0,1,0,1,0,0,0,1,11.98
6251,lehman,2009-01-24,8.8624,2.22,0,0,0,1,1,0,0,1,1,0,0,13.25
6252,lehman,2009-05-01,22.1237,1.2982,1,0,1,0,0,0,0,1,1,0,0,6.64
6253,lehman,2007-11-15,-6.2433,1.4443,0,1,0,0,0,1,0,0,1,1,0,5.59
6254,lehman,2008-08-30,-34.8808,3.8406,0,0,1,0,1,1,0,0,0,1,0,-25.09
6255,lehman,2009-03-27,21.292,1.5478,0,0,0,0,0,0,1,1,0,1,1,-1.99
6256,lehman,2008-08-20,-31.7197,3.777,1,0,0,0,0,1,1,0,1,0,0,-13.03
6257,lehman,2008-05-08,-20.8388,1.816,1,0,1,0,0,1,0,0,0,0,1,-17.98
6258,lehman,2007-09-08,-5.0389,1.2633,0,0,1,0,0,1,1,0,0,0,1,-2.56
6259,lehman,2008-02-05,-4.0018,1.2801,0,1,0,1,0,0,1,1,0,0,0,-0.67
6260,lehman,2007-12-04,-4.5406,1.4044,1,0,0,0,0,0,1,1,1,0,0,8.33
6261,lehman,2009-03-08,44.1399,1.8862,0,1,0,0,0,1,1,0,0,1,0,-4.59
6262,lehman,2008-08-12,-27.7445,3.7605,0,1,0,1,0,0,0,1,0,0,1,-13.02
6263,lehman,2007-12-04,-4.5406,1.4044,0,1,1,0,0,0,1,0,1,0,0,2.76
6264,lehman,2009-01-21,12.6119,2.208,0,1,1,1,0,1,0,0,0,0,0,14.83
6265,lehman,2009-04-29,22.2815,1.297,0,0,0,0,1,0,0,0,1,1,1,10.82
6266,lehman,2008-05-20,-35.6219,2.1664,0,0,1,0,1,0,1,1,0,0,0,-21.0
6267,lehman,2008-11-05,-16.2579,3.0818,1,0,0,0,1,0,0,0,1,1,0,4.22
6268,lehman,2009-05-03,16.9338,1.2635,0,1,0,1,0,1,0,0,0,1,0,6.93
6269,lehman,2009-03-07,44.1399,1.8862,0,0,0,0,0,0,1,0,1,1,1,7.12
6270,lehman,2008-06-04,-34.0611,2.785,0,1,1,1,0,0,0,1,0,0,0,-11.88
6271,lehman,2008-02-13,-8.404,1.2789,1,1,0,0,0,1,0,0,0,0,1,-2.04
6272,lehman,2008-06-05,-37.5542,2.7917,1,0,0,0,0,0,1,1,0,1,0,-13.76
6273,lehman,2008-01-05,-1.2654,1.3527,0,1,1,1,0,0,0,0,0,1,0,-4.19
6274,lehman,2008-04-15,-7.314,1.2266,0,1,0,0,1,0,1,0,0,0,1,-8.12
6275,lehman,2008-08-17,-28.8495,3.769,1,0,1,0,0,0,1,0,0,0,1,-21.0
6276,lehman,2009-04-26,24.6353,1.3115,0,1,0,0,0,1,1,0,1,0,0,5.15
6277,lehman,2008-05-21,-35.3409,2.1644,0,1,1,0,0,0,0,1,0,1,0,-8.09
6278,lehman,2008-10-26,-9.4685,3.2322,0,0,0,0,0,1,1,1,0,0,1,-3.7
6279,lehman,2007-12-23,-4.7512,1.3691,0,0,0,1,0,1,0,0,1,0,1,2.81
6280,lehman,2009-05-10,16.2597,1.2207,0,0,0,1,0,0,0,0,1,1,1,5.19
6281,lehman,2009-01-08,3.8484,2.3541,0,1,0,0,0,0,0,1,1,1,0,-11.54
6282,lehman,2008-10-31,-14.0274,3.126,1,1,0,0,0,0,0,0,1,0,1,10.12
6283,lehman,2008-10-18,-23.2241,3.3028,1,0,1,1,0,0,0,0,0,0,1,-3.69
6284,lehman,2008-04-20,-11.2472,1.2559,0,1,0,0,1,0,0,1,0,1,0,-10.39
6285,lehman,2009-02-22,25.4732,2.0718,1,1,0,1,0,1,0,0,0,0,0,-0.78
6286,lehman,2008-06-08,-30.9342,3.0095,0,0,1,0,0,0,0,1,1,0,1,-26.87
6287,lehman,2008-02-27,-8.6477,1.3267,1,0,1,0,0,0,0,0,1,0,1,-1.67
6288,lehman,2009-02-23,25.4732,2.0718,1,0,1,0,1,1,0,0,0,0,0,6.55
6289,lehman,2008-02-10,-5.7956,1.2869,0,1,0,1,0,1,1,0,0,0,0,1.36
6290,lehman,2009-04-21,22.8284,1.3237,1,0,1,1,1,0,0,0,0,0,0,6.94
6291,lehman,2008-01-12,-0.8614,1.3391,0,0,1,1,0,0,1,0,0,1,0,5.43
6292,lehman,2009-05-18,16.2546,1.1879,0,1,0,0,0,0,1,0,1,1,0,5.65
6293,lehman,2007-12-03,-5.0651,1.4057,0,1,0,1,0,0,0,1,0,1,0,-2.41
6294,lehman,2009-04-05,23.0574,1.4747,0,1,0,0,0,1,1,0,0,0,1,8.89
6295,lehman,2009-06-01,15.7169,1.1086,1,1,0,0,0,0,0,0,1,0,1,14.82
6296,lehman,2009-01-28,5.393,2.1947,0,1,1,0,0,0,0,0,0,1,1,20.24
6297,lehman,2008-10-26,-9.4685,3.2322,0,1,0,0,0,1,0,1,0,1,0,2.9
6298,lehman,2009-04-19,24.1449,1.3349,0,0,1,0,1,1,0,0,1,0,0,8.44
6299,lehman,2008-11-17,0.938,2.9077,1,0,1,1,0,0,0,1,0,0,0,-1.29
6300,lehman,2008-11-13,-9.4514,2.9241,0,0,1,0,0,1,1,0,0,0,1,-1.47
6301,lehman,2007-12-22,-4.7512,1.3691,0,1,0,0,0,0,1,1,0,0,1,-4.55
6302,lehman,2007-10-08,-14.2956,1.3184,0,1,0,1,0,0,1,0,0,0,1,20.97
6303,lehman,2008-10-08,-29.3023,3.6384,1,0,0,0,1,1,0,0,1,0,0,-15.8
6304,lehman,2007-12-13,-6.4391,1.3873,0,1,0,0,0,1,1,0,1,0,0,1.9
6305,lehman,2007-11-28,-6.3362,1.4053,0,1,0,0,0,1,0,1,0,0,1,1.19
6306,lehman,2008-05-22,-28.0417,2.474,0,0,0,0,0,1,0,0,1,1,1,-0.82
6307,lehman,2007-10-26,-13.4028,1.4858,1,0,0,0,0,0,1,0,1,1,0,-4.98
6308,lehman,2008-09-22,-30.8096,3.769,1,0,0,1,0,0,0,0,0,1,1,-0.51
6309,lehman,2008-09-21,-30.8096,3.769,0,0,1,0,1,1,1,0,0,0,0,-13.61
6310,lehman,2007-11-06,-9.8726,1.5147,1,0,0,0,1,1,0,0,0,0,1,-0.81
6311,lehman,2008-12-02,1.025,2.4593,1,0,1,1,0,1,0,0,0,0,0,5.24
6312,lehman,2007-12-14,-4.7869,1.3815,0,1,0,1,1,0,0,0,0,1,0,2.96
6313,lehman,2008-01-15,-1.4678,1.3516,0,0,1,0,0,1,0,0,1,0,1,11.23
6314,lehman,2008-10-23,-12.5271,3.2571,0,1,1,1,0,0,1,0,0,0,0,11.24
6315,lehman,2008-02-23,-9.2171,1.3227,0,0,1,1,0,1,1,0,0,0,0,6.29
6316,lehman,2008-06-25,-31.0658,3.2659,0,1,0,1,1,1,0,0,0,0,0,-18.37
6317,lehman,2008-10-27,-9.4685,3.2322,1,0,0,0,1,1,0,0,1,0,0,-2.24
6318,lehman,2008-05-03,-15.7458,1.5928,1,0,0,0,0,1,0,1,0,0,1,-7.08
6319,lehman,2008-10-07,-29.6528,3.6392,0,0,1,0,0,0,1,0,0,1,1,-2.63
6320,lehman,2009-02-01,9.1466,2.1786,1,0,0,0,0,0,1,1,0,1,0,12.12
6321,lehman,2009-01-01,-4.1575,2.3529,0,0,1,1,0,1,0,1,0,0,0,8.69
6322,lehman,2008-06-16,-26.0554,3.0524,1,0,0,0,1,1,1,0,0,0,0,-19.84
6323,lehman,2008-11-13,-9.4514,2.9241,0,0,1,0,0,1,0,0,1,1,0,11.2
6324,lehman,2008-08-23,-33.3981,3.7829,1,1,0,0,0,0,0,1,0,1,0,1.88
6325,lehman,2007-10-25,-14.2618,1.4718,0,0,0,0,1,1,0,1,0,1,0,-5.89
6326,lehman,2008-08-02,-30.8925,3.7578,1,1,0,0,0,0,0,0,0,1,1,-6.33
6327,lehman,2008-05-13,-20.581,1.9354,0,1,0,0,1,1,0,1,0,0,0,-5.33
6328,lehman,2008-10-10,-24.0953,3.5933,0,0,0,0,1,1,0,0,1,0,1,-9.37
6329,lehman,2008-02-17,-7.0723,1.3062,1,0,1,1,0,0,0,0,0,0,1,-4.46
6330,lehman,2009-05-18,16.2546,1.1879,1,0,1,1,0,0,0,0,1,0,0,2.39
6331,lehman,2007-11-21,-3.6746,1.4575,0,0,0,0,0,1,0,0,1,1,1,-0.69
6332,lehman,2009-01-15,11.6967,2.3131,0,0,0,0,1,0,0,1,0,1,1,11.6
6333,lehman,2009-01-11,8.2964,2.3387,0,1,1,0,0,0,0,0,0,1,1,11.46
6334,lehman,2007-10-05,-12.1926,1.2929,1,0,0,1,0,1,0,0,1,0,0,-3.72
6335,lehman,2009-03-07,44.1399,1.8862,0,1,0,0,0,1,1,0,0,0,1,3.61
6336,lehman,2007-10-02,-11.3039,1.2933,0,0,1,0,1,1,0,0,1,0,0,-9.33
6337,lehman,2007-12-31,-5.0403,1.3727,0,0,0,0,0,0,1,1,0,1,1,3.69
6338,lehman,2008-11-05,-16.2579,3.0818,0,1,0,1,0,0,0,1,0,1,0,18.27
6339,lehman,2007-11-04,-11.9474,1.4743,1,0,0,0,0,0,0,0,1,1,1,-9.28
6340,lehman,2007-12-22,-4.7512,1.3691,1,0,0,0,0,1,1,0,0,1,0,1.34
6341,lehman,2008-12-14,6.9839,2.3888,0,0,1,0,0,0,0,1,1,1,0,-10.53
6342,lehman,2008-02-07,-4.2568,1.2759,1,1,1,0,0,1,0,0,0,0,0,0.4
6343,lehman,2009-02-23,25.4732,2.0718,0,1,1,1,0,0,0,0,0,0,1,18.94
6344,lehman,2009-05-18,16.2546,1.1879,0,0,0,1,0,1,0,0,1,1,0,6.36
6345,lehman,2008-10-11,-31.8902,3.3904,1,1,0,0,0,1,0,0,0,1,0,14.61
6346,lehman,2008-04-04,-7.5569,1.1913,0,1,0,1,0,0,0,0,0,1,1,-1.05
6347,lehman,2008-09-22,-30.8096,3.769,0,1,1,0,1,0,0,1,0,0,0,18.86
6348,lehman,2009-03-25,23.3708,1.554,0,1,0,0,0,0,1,0,1,0,1,4.24
6349,lehman,2009-04-13,16.2228,1.4269,0,1,0,0,0,0,1,0,1,1,0,4.46
6350,lehman,2007-12-17,-3.9851,1.3751,0,0,1,0,0,1,1,0,1,0,0,8.22
6351,lehman,2008-06-09,-30.9342,3.0095,0,0,0,0,1,0,1,1,1,0,0,-18.14
6352,lehman,2008-09-28,-30.4017,3.6886,0,0,0,1,0,0,0,1,1,0,1,14.99
6353,lehman,2007-09-13,-9.9269,1.3008,1,0,0,1,1,0,0,1,0,0,0,-4.8
6354,lehman,2008-09-24,-33.4522,3.7915,1,0,0,0,0,1,0,1,0,0,1,-1.89
6355,lehman,2009-01-26,8.8624,2.22,0,0,0,1,1,0,0,1,1,0,0,2.58
6356,lehman,2008-12-03,-1.7893,2.446,1,1,0,0,0,0,1,0,0,1,0,1.53
6357,lehman,2009-03-31,26.2574,1.5015,1,0,0,1,0,1,0,1,0,0,0,2.12
6358,lehman,2008-09-22,-30.8096,3.769,1,0,0,0,1,0,0,0,1,0,1,-4.15
6359,lehman,2007-11-18,-7.3224,1.4471,1,0,0,0,0,0,0,1,1,1,0,0.4
6360,lehman,2007-11-06,-9.8726,1.5147,0,0,0,1,0,1,0,0,1,1,0,1.55
6361,lehman,2008-12-18,-0.1536,2.3481,1,0,0,0,0,1,0,0,1,1,0,-7.52
6362,lehman,2008-10-11,-31.8902,3.3904,0,1,0,1,0,0,1,0,0,0,1,-12.12
