sim_id,scenario_id,start_date,SPX_Return,SPX_Volatility,Card1_Active,Card2_Active,Card3_Active,Card4_Active,Card5_Active,Card6_Active,Card7_Active,Card8_Active,Card9_Active,Card10_Active,Card11_Active,Final_Return
2889,lehman,2007-10-06,-14.2956,1.3184,0,0,1,1,1,0,0,0,0,0,1,-4.11
2890,lehman,2008-07-25,-30.9431,3.7285,0,1,0,0,1,0,1,0,1,0,0,-25.65
2891,lehman,2007-09-24,-11.1265,1.2833,1,0,1,0,0,0,1,1,0,0,0,-2.32
2892,lehman,2008-08-31,-34.8808,3.8406,0,0,0,0,1,0,1,0,1,0,1,-18.12
2893,lehman,2007-09-01,-10.6625,1.2511,1,0,0,0,1,1,0,0,0,1,0,-9.87
2894,lehman,2008-11-03,-15.5604,3.1319,1,0,1,1,0,0,0,0,1,0,0,14.82
2895,lehman,2008-10-08,-29.3023,3.6384,0,0,0,1,0,1,1,0,0,1,0,-15.41
2896,lehman,2008-01-26,-1.1928,1.2948,1,0,0,0,0,0,1,0,1,0,1,14.62
2897,lehman,2008-09-02,-34.8808,3.8406,0,0,1,0,0,0,1,0,1,1,0,4.22
2898,lehman,2009-02-16,11.8492,2.081,1,0,1,0,0,1,0,0,0,1,0,2.53
2899,lehman,2008-07-27,-26.0206,3.7645,0,1,1,0,0,0,0,1,1,0,0,-16.61
2900,lehman,2007-11-19,-7.3224,1.4471,0,0,0,0,1,0,1,0,0,1,1,4.21
2901,lehman,2008-08-01,-30.84,3.7577,0,0,0,0,0,1,0,1,0,1,1,19.03
2902,lehman,2008-06-23,-31.7944,3.1472,0,0,0,1,1,0,1,0,1,0,0,-20.99
2903,lehman,2007-09-06,-7.8624,1.2612,1,0,0,1,1,0,0,0,0,0,1,-10.33
2904,lehman,2007-12-09,-6.7324,1.397,0,1,1,0,1,1,0,0,0,0,0,2.97
2905,lehman,2008-06-17,-29.473,3.093,0,0,1,1,1,0,0,0,0,0,1,-19.41
2906,lehman,2009-05-02,16.9338,1.2635,1,1,0,0,1,1,0,0,0,0,0,12.23
2907,lehman,2007-12-17,-3.9851,1.3751,0,0,1,0,0,0,1,1,0,1,0,8.42
2908,lehman,2009-02-04,10.4142,2.1816,1,0,1,0,0,1,0,1,0,0,0,6.88
2909,lehman,2008-12-21,1.2907,2.3457,0,1,0,0,1,0,1,0,1,0,0,6.14
2910,lehman,2008-11-10,-8.3452,3.046,1,1,0,0,0,1,0,0,0,0,1,3.37
2911,lehman,2008-07-26,-26.0206,3.7645,0,0,0,0,0,0,1,1,0,1,1,-0.06
2912,lehman,2008-01-19,2.2411,1.3235,1,1,1,0,0,0,0,1,0,0,0,-0.59
2913,lehman,2008-08-06,-32.2986,3.7456,0,1,1,0,0,0,1,1,0,0,0,-10.2
2914,lehman,2007-10-03,-10.282,1.2953,0,0,1,0,0,0,1,0,1,1,0,-0.88
2915,lehman,2009-04-27,24.6353,1.3115,0,0,1,0,0,1,0,0,1,0,1,11.53
2916,lehman,2008-11-04,-21.6972,3.1206,0,0,0,0,0,1,0,0,1,1,1,7.88
2917,lehman,2008-12-31,0.7838,2.3663,1,1,0,0,1,0,0,0,1,0,0,11.02
2918,lehman,2009-01-19,17.3456,2.2477,1,0,0,0,1,0,1,0,0,0,1,21.19
2919,lehman,2008-12-11,5.2588,2.3779,1,0,0,1,0,0,1,1,0,0,0,0.04
2920,lehman,2007-10-19,-12.3382,1.3743,0,0,0,1,1,0,1,0,0,0,1,-0.28
2921,lehman,2007-12-13,-6.4391,1.3873,1,0,0,0,0,1,0,0,1,1,0,-2.84
2922,lehman,2007-12-14,-4.7869,1.3815,0,0,1,0,1,1,1,0,0,0,0,6.81
2923,lehman,2008-09-25,-34.7971,3.7844,1,0,0,0,1,0,1,1,0,0,0,-13.94
2924,lehman,2008-06-08,-30.9342,3.0095,0,0,1,1,0,0,0,0,1,1,0,-8.14
2925,lehman,2009-02-28,36.1362,1.9476,0,0,1,0,0,1,0,1,0,1,0,10.13
2926,lehman,2009-02-15,11.8492,2.081,1,1,0,0,0,0,1,0,0,0,1,13.58
2927,lehman,2008-05-06,-14.742,1.6043,0,0,1,0,1,0,0,0,1,0,1,-9.64
2928,lehman,2008-01-18,0.7772,1.3281,1,0,0,1,0,1,0,1,0,0,0,-0.68
2929,lehman,2008-04-29,-13.2594,1.4977,1,1,1,1,0,0,0,0,0,0,0,-10.87
2930,lehman,2008-12-15,6.9839,2.3888,0,0,0,1,0,1,1,0,0,0,1,15.68
2931,lehman,2008-09-30,-36.2692,3.6564,0,0,1,0,1,1,1,0,0,0,0,-24.99
2932,lehman,2008-10-24,-10.5763,3.2417,0,1,1,0,0,0,0,1,1,0,0,19.22
2933,lehman,2007-11-02,-12.8791,1.4732,0,0,0,0,1,1,0,1,1,0,0,-3.4
2934,lehman,2008-03-04,-5.5934,1.3249,0,1,0,0,1,0,0,1,1,0,0,0.57
2935,lehman,2008-03-26,-3.594,1.2196,1,0,1,0,0,0,0,1,0,0,1,0.85
2936,lehman,2007-12-18,-3.5327,1.3783,0,1,1,0,0,0,1,0,1,0,0,10.48
2937,lehman,2008-08-19,-29.7105,3.773,0,0,0,0,1,0,0,0,1,1,1,-8.81
2938,lehman,2009-04-08,24.6946,1.4487,0,1,0,0,0,0,0,1,1,0,1,1.02
2939,lehman,2008-01-08,0.733,1.3401,0,1,0,0,1,0,0,0,1,0,1,1.77
2940,lehman,2008-02-17,-7.0723,1.3062,1,1,1,0,0,0,0,1,0,0,0,-2.48
2941,lehman,2009-05-06,13.5776,1.2595,0,0,1,0,1,1,1,0,0,0,0,4.91
2942,lehman,2008-10-09,-21.6557,3.5715,1,0,0,1,0,0,0,1,1,0,0,-4.25
2943,lehman,2008-07-05,-31.9809,3.5278,1,1,0,1,0,1,0,0,0,0,0,-5.77
2944,lehman,2008-11-28,-4.9451,2.6415,0,0,1,1,0,1,0,0,0,0,1,4.8
2945,lehman,2008-09-23,-30.4136,3.7675,1,0,0,1,0,0,1,0,0,0,1,-5.89
2946,lehman,2008-04-30,-9.4191,1.554,0,0,0,0,1,1,0,1,0,0,1,-6.55
2947,lehman,2008-12-19,0.5845,2.3502,0,0,0,0,1,1,1,0,1,0,0,9.53
2948,lehman,2009-05-22,20.991,1.1733,1,0,1,0,0,1,0,1,0,0,0,2.11
2949,lehman,2008-08-05,-32.4334,3.7452,1,1,0,0,0,0,1,0,0,1,0,-1.93
2950,lehman,2007-11-08,-7.1509,1.4874,1,0,0,1,1,0,0,0,0,1,0,-4.71
2951,lehman,2008-03-16,0.9862,1.306,1,0,0,0,0,0,1,1,0,1,0,-1.91
2952,lehman,2007-12-29,-5.0403,1.3727,1,0,1,1,1,0,0,0,0,0,0,1.48
2953,lehman,2008-10-11,-31.8902,3.3904,0,1,0,0,1,0,1,1,0,0,0,-6.55
2954,lehman,2007-09-28,-12.0662,1.2895,0,0,0,1,0,0,1,1,1,0,0,-8.87
2955,lehman,2008-10-11,-31.8902,3.3904,0,0,0,0,1,0,1,0,0,1,1,-13.41
2956,lehman,2008-04-05,-7.3608,1.1919,1,0,0,0,1,0,1,1,0,0,0,1.81
2957,lehman,2008-03-21,-4.4663,1.2212,0,1,1,1,0,0,0,0,0,1,0,-5.36
2958,lehman,2007-09-04,-10.6625,1.2511,1,0,1,0,0,0,0,1,0,0,1,-6.34
2959,lehman,2009-01-09,4.651,2.3482,0,1,0,0,0,0,1,1,1,0,0,13.33
2960,lehman,2008-01-18,0.7772,1.3281,1,0,0,0,0,0,0,0,1,1,1,-3.57
2961,lehman,2007-12-19,-3.4384,1.3782,0,0,1,1,1,1,0,0,0,0,0,5.22
2962,lehman,2009-02-19,15.6764,2.0904,0,0,0,0,1,0,1,0,1,0,1,13.88
2963,lehman,2009-01-28,5.393,2.1947,0,0,1,0,1,0,0,0,0,1,1,10.01
2964,lehman,2008-12-12,3.1441,2.3811,0,0,0,0,0,1,0,0,1,1,1,17.61
2965,lehman,2008-10-06,-30.4478,3.6538,0,0,0,0,1,1,0,1,0,1,0,-11.73
2966,lehman,2008-12-06,-3.5374,2.3797,0,0,1,0,0,0,1,1,0,0,1,10.44
2967,lehman,2008-07-22,-29.5818,3.7239,0,0,0,1,1,0,1,1,0,0,0,-23.53
2968,lehman,2008-07-03,-36.6514,3.4605,1,0,0,1,0,0,0,1,0,0,1,-32.77
2969,lehman,2009-01-16,10.4726,2.3127,1,1,0,0,1,0,0,1,0,0,0,8.4
2970,lehman,2008-04-11,-4.1453,1.1919,0,0,0,1,1,0,0,1,0,0,1,-0.89
2971,lehman,2009-03-10,37.1248,1.789,0,0,0,0,1,0,1,0,1,1,0,14.82
2972,lehman,2009-05-14,16.5037,1.2235,0,1,0,0,0,0,1,0,1,0,1,5.55
2973,lehman,2008-08-17,-28.8495,3.769,0,0,1,0,0,1,1,0,1,0,0,-20.48
2974,lehman,2008-05-27,-34.4685,2.6198,1,0,0,1,0,0,1,1,0,0,0,-11.89
2975,lehman,2008-07-06,-31.9809,3.5278,0,0,0,1,0,0,0,0,1,1,1,5.68
2976,lehman,2008-06-01,-31.0767,2.72,0,1,0,0,0,0,1,1,0,1,0,-11.82
2977,lehman,2007-10-13,-16.4873,1.3307,1,1,1,0,0,0,0,0,1,0,0,18.41
2978,lehman,2008-04-06,-7.3608,1.1919,1,0,0,1,1,0,0,0,0,1,0,1.52
2979,lehman,2009-04-15,17.7429,1.4084,0,1,1,0,0,0,0,0,1,1,0,5.16
2980,lehman,2007-10-27,-12.4012,1.4943,1,0,0,0,0,0,0,1,1,1,0,-4.44
2981,lehman,2008-05-27,-34.4685,2.6198,0,0,0,1,0,1,0,0,1,0,1,-22.07
2982,lehman,2008-10-02,-31.3548,3.6646,1,0,0,1,0,0,0,1,0,0,1,21.2
2983,lehman,2008-10-03,-31.513,3.6654,1,0,1,0,0,0,1,0,0,1,0,-21.48
2984,lehman,2008-04-16,-8.9689,1.2049,0,0,0,1,0,1,0,0,1,1,0,3.42
2985,lehman,2007-09-11,-5.1696,1.2618,1,1,1,1,0,0,0,0,0,0,0,15.75
2986,lehman,2009-03-29,26.5298,1.5029,0,0,0,0,1,0,1,0,1,0,1,14.27
2987,lehman,2008-10-26,-9.4685,3.2322,1,1,0,0,0,0,1,1,0,0,0,-1.95
2988,lehman,2007-11-21,-3.6746,1.4575,0,1,0,0,1,0,0,0,1,1,0,-1.46
2989,lehman,2009-03-31,26.2574,1.5015,0,0,0,1,1,0,1,0,0,0,1,7.71
2990,lehman,2008-07-15,-28.3288,3.6789,0,0,0,1,1,0,0,0,1,1,0,4.57
2991,lehman,2009-05-18,16.2546,1.1879,0,0,1,0,0,0,0,1,1,1,0,7.64
2992,lehman,2008-10-24,-10.5763,3.2417,0,0,0,0,1,1,1,0,0,1,0,-3.1
2993,lehman,2008-04-26,-17.186,1.4282,0,1,0,0,0,1,1,0,0,1,0,-11.44
2994,lehman,2008-05-28,-31.9526,2.6595,0,1,1,0,0,0,1,0,0,0,1,-8.2
2995,lehman,2008-05-01,-14.3507,1.5875,0,0,1,1,0,0,1,0,1,0,0,-3.06
2996,lehman,2008-10-24,-10.5763,3.2417,0,0,0,1,1,0,0,0,1,1,0,13.34
2997,lehman,2008-05-04,-15.7458,1.5928,0,0,1,1,1,0,0,0,0,0,1,-12.81
2998,lehman,2008-04-12,-4.0156,1.1916,0,0,0,0,1,0,1,1,0,1,0,1.62
2999,lehman,2008-09-23,-30.4136,3.7675,0,0,1,0,1,1,0,1,0,0,0,-9.29
3000,lehman,2009-01-24,8.8624,2.22,0,0,0,0,1,1,1,0,0,0,1,17.33
3001,lehman,2008-01-03,-4.2711,1.3734,0,1,0,1,0,1,0,0,0,0,1,9.22
3002,lehman,2008-03-17,0.9862,1.306,1,0,0,0,1,0,0,0,1,1,0,-0.27
3003,lehman,2008-08-15,-30.161,3.7705,0,0,0,0,1,1,0,1,0,1,0,-16.35
3004,lehman,2009-05-23,19.9587,1.1581,0,1,1,0,1,0,0,0,0,0,1,9.88
3005,lehman,2007-12-11,-4.7481,1.3752,0,1,0,0,1,1,0,0,0,1,0,1.07
3006,lehman,2009-02-13,6.3761,2.1331,1,0,0,0,0,0,1,1,0,0,1,5.56
3007,lehman,2009-03-27,21.292,1.5478,0,0,0,1,1,0,0,0,1,1,0,0.31
3008,lehman,2008-06-27,-33.4509,3.2859,0,0,1,1,0,0,1,1,0,0,0,-25.41
3009,lehman,2008-01-25,1.5271,1.3029,0,1,1,0,0,0,0,1,0,0,1,-3.54
3010,lehman,2008-08-02,-30.8925,3.7578,0,1,0,1,0,1,0,0,1,0,0,-19.22
3011,lehman,2008-11-20,14.9992,2.7683,0,0,1,0,0,1,0,1,0,0,1,13.16
3012,lehman,2008-07-06,-31.9809,3.5278,0,0,0,0,1,0,0,0,1,1,1,-0.29
3013,lehman,2008-02-23,-9.2171,1.3227,1,0,0,0,0,1,0,1,1,0,0,-3.42
3014,lehman,2008-02-13,-8.404,1.2789,0,1,0,0,1,0,1,0,0,0,1,2.25
3015,lehman,2009-04-16,17.4622,1.4062,1,0,0,1,0,0,0,0,1,0,1,4.92
3016,lehman,2008-04-05,-7.3608,1.1919,0,0,0,1,1,0,0,1,0,1,0,0.92
3017,lehman,2009-01-27,8.5916,2.219,1,1,0,0,0,0,0,1,0,0,1,18.85
3018,lehman,2008-08-23,-33.3981,3.7829,0,1,0,1,1,0,0,1,0,0,0,0.61
3019,lehman,2008-01-08,0.733,1.3401,0,1,0,0,1,0,1,0,0,0,1,11.21
3020,lehman,2007-10-27,-12.4012,1.4943,0,1,0,0,1,0,1,0,0,0,1,-2.09
3021,lehman,2007-09-04,-10.6625,1.2511,0,1,0,1,0,0,0,1,1,0,0,19.34
3022,lehman,2008-01-07,-1.2654,1.3527,1,1,0,0,0,0,1,0,0,1,0,5.95
3023,lehman,2008-06-06,-37.6106,2.7926,1,1,1,0,0,0,0,0,0,1,0,-18.48
3024,lehman,2009-04-24,21.5185,1.3106,0,1,1,0,0,1,0,0,0,1,0,7.88
3025,lehman,2009-05-09,16.2597,1.2207,1,0,0,0,0,1,0,0,1,0,1,14.94
3026,lehman,2007-12-01,-5.0651,1.4057,1,1,0,0,0,0,1,0,1,0,0,10.15
3027,lehman,2009-03-01,36.1362,1.9476,1,0,0,0,1,0,0,0,0,1,1,15.3
3028,lehman,2008-05-18,-30.9604,2.0416,1,0,0,1,1,0,0,0,0,1,0,-7.32
3029,lehman,2008-11-13,-9.4514,2.9241,0,1,1,0,1,0,0,1,0,0,0,12.39
3030,lehman,2008-01-29,-1.4292,1.2938,0,0,0,0,1,0,1,1,0,0,1,10.14
3031,lehman,2009-01-05,-2.2233,2.3575,0,0,1,0,1,1,0,0,1,0,0,10.48
3032,lehman,2008-11-07,-10.3771,3.0467,1,0,0,0,1,0,0,1,0,1,0,3.33
3033,lehman,2008-02-12,-6.3728,1.2846,1,0,0,0,1,1,0,0,0,0,1,-1.26
3034,lehman,2008-03-06,-5.3644,1.3193,0,0,0,1,1,0,0,1,1,0,0,-2.9
3035,lehman,2008-06-01,-31.0767,2.72,1,0,0,0,1,0,1,0,0,1,0,-12.77
3036,lehman,2007-12-13,-6.4391,1.3873,0,0,1,0,1,0,0,1,0,1,0,-0.72
3037,lehman,2008-07-12,-30.8955,3.6684,0,1,0,0,1,0,0,0,1,1,0,-8.3
3038,lehman,2009-03-23,22.2245,1.5679,0,1,1,0,0,0,0,1,0,1,0,9.03
3039,lehman,2008-10-18,-23.2241,3.3028,1,0,0,1,0,1,0,0,0,1,0,-5.17
3040,lehman,2007-09-12,-6.1662,1.2658,0,0,1,1,0,0,0,0,0,1,1,-10.91
3041,lehman,2008-02-23,-9.2171,1.3227,0,1,1,0,0,1,1,0,0,0,0,7.19
3042,lehman,2009-03-23,22.2245,1.5679,1,1,1,1,0,0,0,0,0,0,0,3.68
3043,lehman,2008-05-26,-34.4685,2.6198,0,1,1,1,0,1,0,0,0,0,0,-12.94
3044,lehman,2007-11-04,-11.9474,1.4743,0,0,0,1,1,0,1,0,1,0,0,-6.13
3045,lehman,2009-01-25,8.8624,2.22,1,0,0,0,0,0,1,0,1,1,0,10.3
3046,lehman,2008-10-28,-12.5028,3.126,0,0,1,0,0,0,1,0,1,1,0,1.62
3047,lehman,2008-02-15,-7.8001,1.304,1,0,0,0,0,1,0,1,0,1,0,-2.24
3048,lehman,2009-02-16,11.8492,2.081,0,1,0,0,1,1,0,1,0,0,0,11.61
3049,lehman,2009-05-23,19.9587,1.1581,0,1,0,1,0,0,1,0,0,1,0,11.33
3050,lehman,2008-04-05,-7.3608,1.1919,0,0,0,1,0,0,0,1,0,1,1,-1.52
3051,lehman,2008-01-08,0.733,1.3401,1,0,1,0,1,0,1,0,0,0,0,9.9
3052,lehman,2009-05-14,16.5037,1.2235,0,1,0,0,0,1,0,1,0,0,1,6.4
3053,lehman,2008-09-09,-32.5542,3.8489,1,1,0,0,0,0,0,0,0,1,1,9.67
3054,lehman,2009-03-18,27.2084,1.7232,0,1,0,0,1,0,0,1,1,0,0,14.65
3055,lehman,2008-11-07,-10.3771,3.0467,1,0,0,0,1,0,0,1,0,1,0,0.73
3056,lehman,2008-11-28,-4.9451,2.6415,1,0,0,0,0,0,1,0,1,1,0,-1.82
3057,lehman,2009-04-07,26.4153,1.4511,1,1,1,0,1,0,0,0,0,0,0,12.69
3058,lehman,2007-10-02,-11.3039,1.2933,0,0,0,1,1,0,1,0,0,0,1,0.88
3059,lehman,2008-08-31,-34.8808,3.8406,1,0,1,0,0,0,0,1,0,0,1,-9.59
3060,lehman,2008-04-09,-3.9727,1.2016,0,1,1,1,1,0,0,0,0,0,0,-8.24
3061,lehman,2007-10-29,-12.4012,1.4943,0,0,0,0,1,1,0,1,0,1,0,-5.22
3062,lehman,2008-12-26,3.514,2.3623,1,0,1,1,0,0,0,0,1,0,0,9.92
3063,lehman,2008-04-17,-7.1597,1.2236,0,0,0,1,0,1,0,1,0,1,0,4.31
3064,lehman,2008-11-14,-1.9157,2.9195,1,0,1,0,0,0,0,1,0,1,0,-0.14
3065,lehman,2008-04-04,-7.5569,1.1913,0,1,0,1,0,0,0,0,0,1,1,0.52
3066,lehman,2008-02-26,-8.7578,1.3267,0,0,1,0,1,0,1,0,0,1,0,0.63
3067,lehman,2008-11-12,-4.3119,3.0039,1,0,1,1,0,0,0,0,0,1,0,-5.62
3068,lehman,2008-04-18,-11.9267,1.2537,1,0,1,0,0,1,0,0,0,0,1,-7.4
3069,lehman,2008-02-06,-3.624,1.2785,0,0,0,1,1,0,0,1,1,0,0,1.25
3070,lehman,2008-07-08,-32.6851,3.5232,0,0,1,1,1,0,0,1,0,0,0,-19.4
3071,lehman,2008-09-08,-33.3375,3.8563,0,1,0,1,1,0,0,0,0,1,0,-7.48
3072,lehman,2007-10-16,-17.2346,1.337,1,1,1,0,0,0,0,0,1,0,0,-3.27
3073,lehman,2008-11-19,5.6386,2.8491,1,1,1,0,1,0,0,0,0,0,0,9.44
3074,lehman,2009-01-14,11.4547,2.313,0,1,1,0,0,0,0,1,0,0,1,18.74
3075,lehman,2008-08-29,-35.4942,3.8395,0,0,1,1,0,0,0,1,0,1,0,2.12
3076,lehman,2009-02-10,8.3732,2.1268,0,1,0,0,1,0,1,0,1,0,0,12.64
3077,lehman,2009-03-14,33.0061,1.7523,1,0,0,0,0,1,0,0,1,1,0,0.5
3078,lehman,2008-09-21,-30.8096,3.769,1,0,1,1,0,1,0,0,0,0,0,9.22
3079,lehman,2007-11-14,-7.8942,1.4489,0,0,1,1,0,1,0,0,1,0,0,2.2
3080,lehman,2009-02-03,9.7494,2.1832,0,0,0,1,0,1,0,0,1,1,0,8.5
3081,lehman,2007-09-24,-11.1265,1.2833,0,0,1,0,0,0,1,0,1,1,0,-8.89
3082,lehman,2008-05-21,-35.3409,2.1644,1,1,0,0,1,0,0,1,0,0,0,-4.39
3083,lehman,2008-04-18,-11.9267,1.2537,0,1,0,1,0,0,1,0,1,0,0,-11.59
3084,lehman,2009-04-20,24.1449,1.3349,1,0,1,0,1,0,0,0,0,0,1,15.29
3085,lehman,2007-09-09,-5.0389,1.2633,0,0,1,0,1,0,0,0,1,1,0,-4.66
3086,lehman,2008-03-23,-4.4663,1.2212,0,0,1,0,0,1,0,1,0,1,0,-0.04
3087,lehman,2009-01-06,-1.6647,2.3601,1,1,0,0,1,0,0,0,0,0,1,1.19
3088,lehman,2008-10-21,-21.0628,3.2902,0,0,1,1,0,0,0,0,1,0,1,13.78
3089,lehman,2008-10-29,-13.3288,3.1305,0,1,1,1,0,1,0,0,0,0,0,23.75
3090,lehman,2008-12-01,6.1283,2.4885,0,1,0,0,0,1,0,0,1,0,1,9.11
3091,lehman,2008-08-20,-31.7197,3.777,0,0,1,0,0,1,1,0,0,0,1,-22.21
3092,lehman,2007-12-11,-4.7481,1.3752,0,1,0,0,0,0,0,1,1,1,0,6.26
3093,lehman,2008-08-30,-34.8808,3.8406,0,0,1,1,1,0,0,0,0,1,0,-1.83
3094,lehman,2007-12-17,-3.9851,1.3751,0,1,0,0,0,0,1,0,1,0,1,10.37
3095,lehman,2007-12-07,-6.335,1.3988,0,0,0,1,0,0,1,1,0,1,0,-0.31
3096,lehman,2008-09-23,-30.4136,3.7675,1,0,1,0,1,0,0,0,0,1,0,-7.51
3097,lehman,2008-11-24,-2.2799,2.6563,1,1,0,1,0,1,0,0,0,0,0,7.27
3098,lehman,2008-06-28,-32.8813,3.2883,1,1,0,0,0,0,0,0,0,1,1,-1.42
3099,lehman,2009-04-11,16.2228,1.4269,0,1,1,0,1,0,0,0,0,0,1,10.73
3100,lehman,2007-12-05,-6.3346,1.3959,1,0,1,0,0,1,0,0,1,0,0,6.1
3101,lehman,2009-01-20,17.3456,2.2477,0,0,1,0,1,1,0,0,0,0,1,23.01
3102,lehman,2008-07-15,-28.3288,3.6789,0,0,1,0,1,0,0,1,1,0,0,-22.97
3103,lehman,2007-09-16,-9.4633,1.3049,0,0,0,0,0,1,1,1,0,1,0,-2.52
3104,lehman,2008-11-23,-2.2799,2.6563,0,1,0,0,0,1,0,1,0,1,0,1.95
3105,lehman,2008-09-28,-30.4017,3.6886,0,1,1,0,0,0,0,0,1,0,1,7.4
3106,lehman,2009-01-27,8.5916,2.219,1,0,0,0,0,0,1,0,1,0,1,14.1
3107,lehman,2009-04-02,22.914,1.4803,0,1,1,1,0,0,0,0,0,1,0,3.96
3108,lehman,2009-03-04,37.3687,1.9447,0,0,0,1,0,0,1,0,1,0,1,11.71
3109,lehman,2008-09-09,-32.5542,3.8489,0,0,0,1,1,1,0,1,0,0,0,-12.75
3110,lehman,2008-09-21,-30.8096,3.769,0,0,0,0,1,1,1,0,0,0,1,-4.95
3111,lehman,2009-02-06,5.8393,2.1642,0,1,0,0,0,1,0,0,1,1,0,0.65
3112,lehman,2009-03-09,44.1399,1.8862,0,1,0,0,1,0,1,0,0,1,0,-5.4
3113,lehman,2008-06-27,-33.4509,3.2859,1,0,1,0,0,0,0,1,1,0,0,-15.11
3114,lehman,2008-02-17,-7.0723,1.3062,0,0,0,0,0,1,0,0,1,1,1,1.12
3115,lehman,2008-05-16,-30.1063,2.0405,1,1,1,0,0,0,1,0,0,0,0,-11.96
3116,lehman,2008-05-09,-15.9852,1.9008,1,0,0,0,0,1,0,0,1,0,1,-13.34
3117,lehman,2008-05-10,-17.2787,1.8967,1,0,1,0,1,1,0,0,0,0,0,-10.21
3118,lehman,2009-04-26,24.6353,1.3115,0,0,0,1,1,0,0,0,1,0,1,10.29
3119,lehman,2008-04-05,-7.3608,1.1919,0,0,1,1,1,0,0,1,0,0,0,-0.27
3120,lehman,2009-05-05,16.2624,1.2673,0,0,1,0,1,0,1,0,0,1,0,5.47
3121,lehman,2009-01-31,9.1466,2.1786,1,0,0,0,0,1,0,0,1,1,0,-2.23
3122,lehman,2007-09-13,-9.9269,1.3008,0,0,0,1,1,1,0,0,1,0,0,-12.33
3123,lehman,2008-10-18,-23.2241,3.3028,0,0,0,0,1,0,0,1,1,0,1,-1.91
3124,lehman,2008-12-31,0.7838,2.3663,1,0,1,0,0,1,0,0,1,0,0,20.44
3125,lehman,2008-06-14,-26.0554,3.0524,0,0,1,0,1,1,0,0,0,1,0,-19.9
3126,lehman,2008-05-22,-28.0417,2.474,0,0,0,0,1,1,0,1,0,0,1,-17.99
3127,lehman,2009-01-25,8.8624,2.22,0,1,0,0,0,0,1,1,0,0,1,2.82
3128,lehman,2008-05-29,-32.7343,2.6581,0,1,0,0,0,1,0,1,1,0,0,-5.93
3129,lehman,2008-11-30,6.1283,2.4885,1,0,1,0,0,0,0,0,1,0,1,9.81
3130,lehman,2009-05-28,19.9431,1.1355,0,0,0,0,1,1,1,0,0,0,1,7.36
3131,lehman,2007-10-08,-14.2956,1.3184,1,0,0,0,1,0,0,0,0,1,1,-12.4
3132,lehman,2009-01-31,9.1466,2.1786,1,1,0,0,0,0,0,1,1,0,0,3.01
3133,lehman,2008-06-07,-30.9342,3.0095,1,0,0,1,0,1,0,0,0,1,0,-13.6
3134,lehman,2008-05-22,-28.0417,2.474,1,0,0,0,0,0,1,1,1,0,0,-14.34
3135,lehman,2007-11-30,-6.233,1.405,0,0,0,0,1,1,1,1,0,0,0,9.77
3136,lehman,2008-05-28,-31.9526,2.6595,0,0,1,0,0,0,1,1,0,0,1,-26.04
3137,lehman,2008-01-05,-1.2654,1.3527,0,1,0,1,0,0,0,0,0,1,1,-3.38
3138,lehman,2009-03-26,17.6344,1.5616,0,1,0,0,1,0,1,0,0,1,0,-3.2
3139,lehman,2007-12-21,-4.1018,1.3717,0,0,1,0,0,1,1,0,1,0,0,6.46
3140,lehman,2008-01-09,-1.6649,1.3373,1,0,0,1,0,0,1,1,0,0,0,4.18
3141,lehman,2008-02-24,-9.2171,1.3227,0,1,0,0,1,1,0,0,0,1,0,-1.7
3142,lehman,2009-03-28,26.5298,1.5029,1,0,0,1,0,0,1,0,1,0,0,1.6
3143,lehman,2008-09-18,-31.4419,3.8085,0,0,0,0,0,1,0,1,1,0,1,5.27
3144,lehman,2008-05-17,-30.9604,2.0416,1,1,0,0,0,0,0,0,0,1,1,1.24
3145,lehman,2009-02-08,6.1433,2.1644,1,1,1,0,0,0,1,0,0,0,0,18.08
3146,lehman,2008-01-13,-0.8614,1.3391,0,0,0,0,1,0,1,0,0,1,1,7.08
3147,lehman,2008-04-26,-17.186,1.4282,0,0,0,1,0,1,0,0,1,0,1,-7.54
3148,lehman,2008-10-17,-20.1807,3.3388,0,0,1,1,0,1,0,0,0,0,1,16.13
3149,lehman,2008-04-14,-4.0156,1.1916,0,0,0,1,0,0,0,0,1,1,1,-3.55
3150,lehman,2007-11-04,-11.9474,1.4743,1,1,0,0,0,0,1,0,0,1,0,4.78
3151,lehman,2009-01-01,-4.1575,2.3529,1,0,1,1,0,0,0,0,0,1,0,-7.25
3152,lehman,2008-05-26,-34.4685,2.6198,0,0,1,0,0,1,1,0,0,0,1,-29.97
3153,lehman,2007-12-18,-3.5327,1.3783,1,1,1,0,0,0,0,0,0,1,0,3.0
3154,lehman,2008-06-26,-31.9417,3.2782,0,1,0,1,1,0,1,0,0,0,0,-22.01
3155,lehman,2008-04-07,-7.3608,1.1919,1,0,0,1,1,0,0,1,0,0,0,0.26
3156,lehman,2008-11-12,-4.3119,3.0039,1,1,1,0,1,0,0,0,0,0,0,1.98
3157,lehman,2008-11-05,-16.2579,3.0818,0,0,0,1,0,1,1,1,0,0,0,14.93
3158,lehman,2009-01-22,11.6278,2.2162,0,1,0,1,0,0,0,0,0,1,1,14.62
3159,lehman,2009-03-06,43.3492,1.8894,0,0,1,0,1,1,0,1,0,0,0,2.51
3160,lehman,2009-06-01,15.7169,1.1086,1,1,1,0,0,0,0,0,0,1,0,7.05
